pdb,weight,seq_len
3H92_A,4.076456794815811,92
2OEE_A,35.434799279804025,117
1GQA_A,47.23134552392087,130
2SCP_A,91.41212173448334,174
2R2I_A,46.40303438354005,198
1OYZ_A,56.745612165170975,280
2OOC_A,65.5572627555483,113
3LF9_A,9.748846085563152,121
2GF4_A,7.85,100
1SKV_A,5.682816203256973,69
2HYJ_A,65.90321236480055,200
1IA6_A,39.22740623594683,441
5CWH_A,1.59,172
2OWA_A,39.99995999998,138
4ZHB_A,30.452733867421493,114
1P4X_A,37.41657386773941,250
2OX6_A,117.89326698331844,166
1YYV_A,67.68765914108717,131
2QGS_A,107.71087224602724,225
1HO8_A,91.71673184321388,480
1HZ4_A,129.86554739421845,373
3FLV_A,32.22613380472439,119
1ULY_A,63.549586938075365,192
2Z99_A,29.89046670763105,219
1JR8_A,26.728636328851493,117
4LUP_A,56.26555340525854,106
1PC6_A,37.33218852411415,146
1Y1X_A,75.26685326224286,191
2IJL_A,95.33243362046308,135
3B7H_A,31.187792483598457,78
2Q37_A,18.68430892487062,181
2IBP_A,131.000902286969,409
1FK5_A,18.899833332598465,93
2VK9_A,24.745908752761533,551
1R4V_A,5.022947341949744,171
2F2E_A,91.31781644345205,146
2WLV_A,9.976612651596731,144
3DWD_A,34.42324795832026,147
2Y2Z_A,75.11153306916322,267
2H5N_A,143.29373677868827,133
3E21_A,9.624967532412771,45
1NKD_A,1.319280106724876,65
1N1C_A,94.97357000766054,217
2YG9_A,109.8145177105468,225
