pdb,weight,seq_len
2G9W_A,88.43431008381305,138
1PX5_A,130.33876936660096,349
3HHS_A,105.16861461481749,694
1KNW_A,88.58654920471844,425
4HI7_A,117.79606105468892,228
1QQ5_A,182.2905373298351,253
2YV5_A,49.02827755489683,302
1I36_A,146.31125178878077,264
1LLA_A,36.98648401781386,628
2DPM_A,48.74766455944326,284
2JHN_A,146.8442712535971,295
1V7W_A,174.88506625781403,807
2AXQ_A,75.25632863753054,467
2X41_A,152.68221900404774,721
2QGM_A,57.15,445
2FDR_A,54.51752378822795,229
3CKY_A,329.73758854580103,301
2E8Y_A,231.8104052884598,718
3HL1_A,29.42075457903825,317
1WYU_B,1302.2859900958777,474
1IN4_A,49.95390275043583,334
3A1K_A,123.70608392476096,521
5ZW7_A,125.39960446508594,402
2ZXR_A,105.081728192869,666
3FS3_A,23.72194132022082,359
2ICS_A,59.91594111753566,379
2JHP_A,22.102029318594255,644
2QEN_A,104.18013246296051,350
1ML8_A,37.80887858691395,134
2WTE_A,46.291122259024995,244
4WFO_A,77.04415097851361,858
4CJ0_A,74.42798667168151,625
1R2J_A,110.67549277053163,366
3H38_A,70.6949276822602,441
2RDG_A,9.005598258860985,196
2B78_A,64.58012078031443,385
3LLX_A,92.91383104791234,376
1ZAR_A,64.57868456387138,282
2WQM_A,91.28971902684331,310
3IUJ_A,100.83283592163816,693
3FPP_A,154.26441067206656,341
1RK6_A,121.4032355417268,496
2CXN_A,165.98226170286992,557
1WZN_A,249.63239212890625,252
3IFU_A,5.5339859052946645,180
3CNL_A,28.536555503424022,262
3GS9_A,55.2358579185659,342
2YCD_A,56.71562483125792,230
2ZZE_A,86.6716608817438,752
2PIA_A,83.27460177028769,321
1VHN_A,69.02951035607887,318
1X3Z_A,29.18835384190071,335
2I5H_A,11.257708470199432,205
2HWJ_A,73.42679211296105,205
3D9W_A,176.5599275033834,293
2HCF_A,71.91843922110657,234
1SEZ_A,244.0345680431361,504
1M1H_A,31.47074196773886,248
1UZ5_A,81.73677079503447,402
1EH1_A,34.51130249642861,185
2P35_A,150.39614988423077,259
1CUK_A,26.258522426061983,203
3DHU_A,291.46910642467753,449
2GSQ_A,51.61880665028978,202
3A9Z_A,260.8658337153411,432
3BZC_A,58.4,785
2Q4Z_A,1319.781800147282,312
3BWH_A,29.583427793276424,245
1RX0_A,479.30359637707704,393
1VHK_A,156.4350427493789,268
3HBX_A,955.0942183889504,502
2Z4U_A,35.11395876286238,261
1J2Z_A,56.56645383970963,270
2AUW_A,39.55398210041563,170
3F6T_A,306.7245246145147,533
2GRU_A,180.14350002151062,368
1SQW_A,28.269785991407858,188
1QW9_A,198.55134449305547,502
3ADO_A,107.56597975196432,319
1HW7_A,19.783144340574378,255
1YDX_A,57.247365004862885,406
3GRU_A,59.21881711077991,295
3L1N_A,27.94485999249236,194
3HG9_A,16.899852070358484,131
1WXR_A,53.78017757501364,1048
3CA8_A,78.86190461813612,266
3HWR_A,177.27642003379918,318
3F4S_A,64.1138347004763,226
3IHM_A,232.95317662569016,430
3FDU_A,455.3113228330699,266
1VCT_A,35.00702929412891,205
2ZCW_A,78.39697060473702,202
4M51_A,81.59708818334144,427
2CG4_A,112.57144753444364,152
1YW5_A,57.70851496962992,177
1ZYM_A,97.50369223778144,258
1K3R_A,32.42481765561681,268
1WZL_A,244.58317603629243,585
5MU9_A,37.847525678701906,293
2BMO_A,80.80742787640254,447
2E5V_A,139.69924266079613,472
1JQ5_A,96.83449798496402,370
1WOS_A,85.96046009648855,364
1QHO_A,142.58242247906998,686
3ANU_A,92.69928910191275,376
2DY1_A,79.47452422002915,665
1I4W_A,70.69348484832248,353
3EXA_A,169.95231684210722,322
1RWH_A,109.00451550279924,757
3I4P_A,54.94340087763043,162
1U58_A,12.8,253
1YIO_A,86.84958030986678,208
2ZG6_A,106.60022936185456,220
1VLY_A,68.50671207991229,338
2O57_A,390.66032713855145,297
1ZMB_A,304.91657613189875,290
4EX6_A,64.74404528603384,237
2XXL_A,243.20598676841817,408
5N3J_A,109.04436849282956,353
1QF8_A,28.778575364322673,182
3CQL_A,61.66648684658467,243
3A06_A,235.89518689451893,376
3CTK_A,32.24,248
3HHY_A,28.043394944264502,280
2IML_A,149.68036344156835,199
3C1Y_A,41.88,377
2D1S_A,180.6911265115141,548
3HIS_A,67.2142217093972,259
3KHI_A,23.176781484925815,267
2E87_A,55.87826768968415,357
2BC4_A,105.7141939381841,211
2NP9_A,227.17557791276772,440
2YFO_A,111.1547025545928,720
3KEW_A,89.16308428940758,241
2EL7_A,88.76,337
2D29_A,234.4135763986378,387
2QLT_A,73.0923032883764,275
2BC4_B,126.45340208946536,211
3ISP_A,219.67398617041573,303
3JS8_A,73.17591133699669,540
2ELC_A,246.90348559710537,329
2J07_A,25.48677500194954,420
1V33_A,20.469636049524674,366
1G94_A,79.63822197914767,448
1Y88_A,46.54872715767855,199
3B0X_A,69.47751434816878,575
1YQG_A,84.12731542133031,263
2E4T_A,75.32512130756909,519
5U3A_A,0.0,496
2XE4_A,123.75766521714928,751
2NSF_A,68.38947287412003,261
1O57_A,140.96679183410538,291
2OM6_A,149.979566608255,235
1VG0_A,86.19,650
1Z05_A,121.15270364296455,429
2HNL_A,98.960610345733,225
3K96_A,204.21072058048273,356
2GAN_A,112.93241341616675,190
6GSZ_A,123.8638018147352,870
2JJQ_A,49.11745921767534,425
1Y0P_A,107.170025660163,571
1Y9Q_A,28.584291140414862,192
3CW9_A,296.897853815079,504
4HOJ_A,48.375434881766175,210
1BF2_A,140.7124727947029,750
2YNA_A,12.16,306
3D37_A,161.0127808591604,381
3IBH_A,57.829985301744635,233
1DYQ_A,13.68,234
3DBX_A,66.55376773707106,289
3GIP_A,197.26602140257205,480
2HOX_A,449.5460750579411,427
2P9B_A,86.1590616244165,458
2NYK_A,10.330590496191398,285
1G0D_A,64.5710957007855,695
1TE2_A,120.25148980366106,226
1MW7_A,30.40460491438756,240
2WAD_A,439.33955159989864,680
3G3Z_A,92.3575660138356,145
2YEX_A,95.29588396148073,276
2ICI_A,13.684999086591128,227
1N9W_A,101.36874518311843,422
1G5A_A,138.16,628
1LFP_A,32.153410394544466,249
3AJ7_A,143.1807989920436,589
2J5V_A,165.33526665536306,367
2NR4_A,102.76133076211109,213
3AY8_A,58.3280378548773,216
3FS8_A,109.94554288373858,273
1VHE_A,55.18313872914443,373
3WH1_A,21.57919599985134,206
2IJR_A,13.7,300
